device_id,device_type,os,brand,screen_size_inch,supports_hd
668,Mobile,iOS,Sony,50.2,True
669,Laptop,Linux,LG,50.6,True
670,Laptop,Linux,Apple,51.1,False
671,Mobile,iOS,Samsung,27.3,True
672,Smart TV,Windows,Sony,41.2,False
673,Mobile,Linux,Dell,8.7,False
674,Laptop,Linux,Dell,38.6,False
675,Tablet,Linux,LG,9.9,False
676,Mobile,macOS,Dell,33.8,False
677,Laptop,macOS,LG,28.6,False
678,Smart TV,Android,LG,10.3,False
679,Smart TV,Linux,LG,14.8,True
680,Laptop,Windows,Dell,29.1,True
681,Laptop,Windows,Dell,56.7,True
682,Mobile,Windows,Apple,45.7,False
683,Laptop,Linux,Apple,52.6,True
684,Mobile,Android,Apple,25.0,False
685,Laptop,Linux,HP,43.7,False
686,Tablet,Linux,Sony,29.5,False
687,Laptop,macOS,Apple,6.6,False
688,Tablet,Android,HP,28.5,True
689,Laptop,macOS,Sony,12.8,True
690,Laptop,Windows,LG,27.5,False
691,Tablet,Android,Apple,56.3,False
692,Mobile,iOS,Sony,46.8,True
693,Tablet,Linux,Dell,45.6,True
694,Mobile,Linux,Dell,16.2,False
695,Tablet,Linux,Apple,17.8,True
696,Tablet,iOS,LG,34.5,True
697,Mobile,Windows,LG,60.5,True
698,Mobile,Android,LG,34.3,False
699,Tablet,Linux,Apple,42.8,False
700,Smart TV,macOS,LG,5.8,True
701,Tablet,Windows,Dell,30.3,True
702,Tablet,iOS,HP,30.3,False
703,Smart TV,Windows,HP,17.4,False
704,Mobile,macOS,HP,13.3,False
705,Smart TV,iOS,LG,60.3,False
706,Mobile,Windows,Samsung,47.1,False
707,Tablet,Android,Apple,45.2,True
708,Smart TV,Linux,HP,54.7,False
709,Laptop,Windows,LG,45.4,True
710,Tablet,Windows,Samsung,32.0,False
711,Mobile,macOS,LG,59.5,True
712,Smart TV,macOS,Dell,34.6,True
713,Laptop,macOS,Apple,35.8,False
714,Tablet,iOS,Dell,51.4,True
715,Smart TV,Android,HP,14.3,False
716,Tablet,Windows,Apple,42.6,False
717,Smart TV,iOS,Dell,29.2,True
718,Smart TV,Linux,Sony,60.2,True
719,Tablet,macOS,Sony,44.6,False
720,Mobile,Android,Samsung,13.7,True
721,Tablet,Android,HP,41.0,False
722,Smart TV,Android,HP,60.8,False
723,Tablet,Android,Samsung,12.7,True
724,Mobile,Android,LG,41.4,False
725,Mobile,macOS,LG,46.2,False
726,Smart TV,Linux,Sony,25.0,False
727,Laptop,iOS,HP,61.2,True
728,Tablet,macOS,Samsung,61.6,False
729,Smart TV,macOS,Samsung,49.7,False
730,Smart TV,Linux,HP,25.3,False
731,Mobile,iOS,Sony,30.8,True
732,Smart TV,Linux,Sony,41.4,True
733,Mobile,macOS,LG,50.0,False
734,Laptop,Android,Apple,61.0,True
735,Laptop,Android,Apple,22.5,True
736,Mobile,macOS,Apple,6.3,False
737,Mobile,Android,Apple,62.2,False
738,Tablet,Windows,Sony,30.0,False
739,Laptop,macOS,Samsung,50.4,False
740,Smart TV,Linux,LG,24.7,False
741,Tablet,Linux,Samsung,25.7,False
742,Laptop,macOS,Samsung,33.3,True
743,Tablet,Android,Apple,15.3,True
744,Laptop,Android,Dell,26.5,False
745,Tablet,Linux,Dell,5.5,True
746,Tablet,iOS,Apple,40.4,False
747,Mobile,iOS,HP,47.5,False
748,Tablet,Windows,Dell,48.2,True
749,Tablet,Windows,Apple,47.8,True
750,Tablet,iOS,Samsung,61.5,True
751,Laptop,Linux,LG,23.9,True
752,Laptop,macOS,Sony,38.4,True
753,Mobile,iOS,Apple,11.2,True
754,Smart TV,Android,Apple,50.6,True
755,Laptop,macOS,LG,34.4,False
756,Mobile,Windows,Samsung,40.5,True
757,Mobile,macOS,Sony,6.2,False
758,Laptop,Windows,Sony,29.6,True
759,Smart TV,Windows,Sony,18.9,False
760,Tablet,Android,Samsung,44.5,True
761,Laptop,Windows,Samsung,46.8,False
762,Tablet,Linux,Apple,18.7,False
763,Mobile,Linux,LG,28.2,False
764,Laptop,iOS,Dell,62.7,True
765,Laptop,Android,Apple,56.4,True
766,Tablet,Linux,Apple,35.4,True
767,Tablet,Linux,Apple,37.7,False
768,Laptop,Android,HP,9.8,False
769,Laptop,macOS,Dell,50.6,False
770,Smart TV,Linux,Dell,47.3,True
771,Mobile,macOS,LG,43.6,True
772,Mobile,Android,Sony,27.6,False
773,Mobile,Android,HP,25.8,False
774,Smart TV,macOS,HP,5.8,False
775,Smart TV,iOS,Apple,7.2,True
776,Mobile,iOS,LG,19.3,True
777,Mobile,Android,Samsung,44.4,True
778,Tablet,iOS,Dell,63.3,False
779,Mobile,Android,LG,57.8,False
780,Laptop,Linux,Apple,20.7,True
781,Mobile,Android,Sony,18.2,True
782,Tablet,Windows,Apple,28.8,True
783,Smart TV,Windows,Apple,13.5,True
784,Mobile,Android,Sony,43.1,False
785,Laptop,Android,HP,34.2,False
786,Mobile,iOS,LG,55.1,False
787,Mobile,Windows,Sony,21.2,False
788,Laptop,Windows,Samsung,15.7,False
789,Mobile,macOS,Sony,36.8,True
790,Mobile,Linux,LG,14.7,False
791,Smart TV,Android,Samsung,19.6,False
792,Mobile,Android,LG,62.1,False
793,Laptop,Windows,LG,29.4,True
794,Smart TV,iOS,LG,38.1,False
795,Mobile,Linux,Samsung,11.1,True
796,Mobile,Android,Sony,57.1,False
797,Smart TV,Android,Apple,59.1,True
798,Smart TV,Android,HP,43.5,False
799,Laptop,iOS,LG,10.3,True
800,Tablet,Windows,HP,51.7,True
801,Mobile,Linux,Sony,37.5,True
802,Tablet,Windows,Apple,33.1,False
803,Smart TV,Android,LG,21.5,False
804,Laptop,Linux,HP,27.1,True
805,Mobile,Linux,Apple,15.9,True
806,Smart TV,Android,Apple,16.4,False
807,Mobile,Android,Apple,20.0,False
808,Laptop,macOS,LG,25.2,False
809,Mobile,macOS,LG,62.6,True
810,Tablet,Android,Apple,10.8,False
811,Tablet,macOS,HP,31.5,False
812,Smart TV,iOS,Sony,7.1,False
813,Laptop,Android,Apple,60.0,True
814,Mobile,macOS,Sony,44.5,False
815,Smart TV,Android,LG,37.0,True
816,Laptop,Windows,HP,46.1,False
817,Laptop,macOS,LG,48.8,False
818,Tablet,iOS,HP,17.9,False
819,Smart TV,Android,Apple,17.1,True
820,Tablet,Android,Sony,32.4,False
821,Tablet,macOS,LG,15.7,False
822,Mobile,Windows,Dell,45.1,True
823,Smart TV,macOS,LG,17.6,False
824,Laptop,Linux,Dell,30.3,False
825,Tablet,iOS,Samsung,27.1,True
826,Laptop,macOS,Apple,17.6,True
827,Tablet,Android,Dell,43.8,True
828,Tablet,macOS,HP,60.8,False
829,Laptop,iOS,LG,10.3,False
830,Laptop,Linux,Sony,61.2,False
831,Tablet,Windows,LG,36.3,True
832,Mobile,iOS,HP,51.5,True
833,Mobile,iOS,HP,24.8,False
834,Mobile,Windows,LG,49.9,True
835,Laptop,macOS,HP,43.8,True
836,Mobile,Android,Samsung,47.4,True
837,Mobile,Windows,Dell,46.0,False
838,Smart TV,Linux,Dell,46.6,False
839,Smart TV,Linux,HP,11.7,False
840,Tablet,Linux,Sony,10.2,False
841,Laptop,iOS,Dell,31.6,False
842,Smart TV,iOS,Apple,32.8,False
843,Laptop,Linux,HP,51.7,True
844,Mobile,iOS,Apple,35.4,True
845,Laptop,iOS,LG,12.3,True
846,Smart TV,macOS,Dell,11.3,False
847,Smart TV,iOS,Apple,5.8,True
848,Mobile,iOS,Samsung,36.4,True
849,Tablet,Android,Sony,49.2,False
850,Smart TV,Windows,LG,42.2,False
851,Smart TV,Android,Sony,51.1,True
852,Smart TV,Android,Dell,64.2,False
853,Mobile,macOS,Apple,13.4,False
854,Smart TV,Windows,Sony,30.2,True
855,Tablet,macOS,LG,31.6,True
856,Smart TV,Linux,Dell,18.8,True
857,Smart TV,Linux,LG,49.2,True
858,Tablet,iOS,Dell,48.4,True
859,Tablet,Windows,Dell,31.9,False
860,Smart TV,iOS,Dell,7.5,True
861,Mobile,Linux,Apple,36.2,True
862,Laptop,Windows,Dell,51.4,True
863,Laptop,Windows,Sony,6.7,False
864,Mobile,Linux,HP,57.7,True
865,Smart TV,Linux,Apple,47.3,False
866,Smart TV,iOS,LG,5.9,False
867,Smart TV,macOS,Samsung,46.8,False
868,Laptop,iOS,Apple,63.2,True
869,Mobile,macOS,HP,37.0,True
870,Smart TV,macOS,Dell,11.1,True
871,Laptop,macOS,LG,19.0,False
872,Laptop,Linux,HP,18.3,True
873,Tablet,Android,Apple,35.7,False
874,Tablet,Android,LG,35.8,False
875,Smart TV,Android,LG,6.7,True
876,Tablet,Linux,Apple,38.4,False
877,Tablet,macOS,LG,41.6,True
878,Mobile,macOS,LG,54.1,True
879,Tablet,Windows,Sony,57.5,True
880,Mobile,Android,Samsung,60.2,True
881,Tablet,macOS,Apple,52.1,True
882,Laptop,iOS,Sony,30.1,True
883,Tablet,Windows,Apple,43.4,True
884,Tablet,Android,HP,61.2,False
885,Laptop,macOS,Apple,25.5,True
886,Smart TV,macOS,Apple,17.5,False
887,Mobile,Windows,Samsung,5.5,True
888,Tablet,iOS,Apple,46.0,True
889,Laptop,Windows,Dell,22.8,False
890,Tablet,Windows,HP,28.5,False
891,Laptop,macOS,Samsung,6.7,True
892,Laptop,iOS,Samsung,26.8,False
893,Tablet,iOS,Sony,23.0,False
894,Tablet,macOS,Apple,48.3,False
895,Smart TV,Linux,Sony,46.8,True
896,Tablet,Android,Dell,64.0,False
897,Laptop,Linux,Samsung,8.4,False
898,Tablet,iOS,Samsung,48.9,False
899,Mobile,iOS,LG,39.6,False
900,Smart TV,Windows,Samsung,36.1,True
901,Laptop,Windows,Apple,34.1,True
902,Smart TV,Android,Dell,32.7,True
903,Laptop,Linux,Sony,5.9,False
904,Smart TV,Linux,Dell,10.2,False
905,Tablet,Android,HP,58.9,True
906,Mobile,Linux,Samsung,18.1,True
907,Mobile,Windows,Dell,17.7,False
908,Tablet,macOS,LG,15.4,True
909,Tablet,Linux,Dell,5.8,True
910,Smart TV,Linux,LG,20.0,True
911,Smart TV,iOS,Apple,23.2,False
912,Laptop,iOS,Sony,26.2,True
913,Smart TV,Linux,LG,62.3,True
914,Laptop,macOS,Dell,35.1,False
915,Tablet,iOS,Apple,18.7,False
916,Laptop,Linux,Dell,36.5,True
917,Laptop,Android,Sony,52.0,True
918,Mobile,Linux,Apple,29.5,True
919,Laptop,macOS,Samsung,61.5,True
920,Laptop,Windows,Sony,33.4,False
921,Laptop,Android,Dell,31.3,True
922,Mobile,Windows,Samsung,35.9,False
923,Mobile,Linux,LG,48.9,True
924,Smart TV,Linux,Sony,24.2,True
925,Laptop,Android,Samsung,20.2,True
926,Laptop,Linux,HP,60.8,True
927,Smart TV,Android,Samsung,30.0,False
928,Mobile,macOS,HP,42.1,False
929,Tablet,iOS,Samsung,63.1,True
930,Tablet,iOS,Sony,30.6,False
931,Mobile,Linux,Dell,34.0,True
932,Mobile,Linux,Apple,20.7,False
933,Tablet,macOS,HP,20.9,False
934,Tablet,Linux,Samsung,57.5,True
935,Mobile,macOS,Apple,29.9,True
936,Smart TV,iOS,Dell,20.4,False
937,Laptop,Android,Apple,27.4,True
938,Smart TV,Windows,Sony,34.9,False
939,Smart TV,Android,Sony,49.5,True
940,Smart TV,macOS,LG,59.6,True
941,Tablet,Linux,Dell,20.2,True
942,Laptop,macOS,HP,28.2,True
943,Mobile,macOS,Sony,14.4,False
944,Tablet,iOS,LG,32.3,False
945,Smart TV,macOS,Sony,17.6,False
946,Mobile,Linux,HP,34.3,False
947,Smart TV,Linux,HP,31.9,False
948,Mobile,Windows,HP,30.8,False
949,Laptop,Android,HP,46.1,False
950,Mobile,Linux,Apple,44.0,False
951,Tablet,Android,Samsung,16.6,True
952,Tablet,iOS,Sony,6.9,True
953,Tablet,iOS,LG,35.2,False
954,Tablet,Windows,Samsung,43.1,True
955,Smart TV,Android,Dell,25.6,True
956,Smart TV,iOS,Sony,18.1,False
957,Smart TV,Windows,Apple,24.6,True
958,Laptop,Android,Apple,18.6,False
959,Smart TV,Android,HP,28.2,True
960,Laptop,Android,Samsung,22.2,True
961,Smart TV,Windows,Samsung,25.7,True
962,Laptop,macOS,HP,60.4,False
963,Smart TV,Linux,Sony,35.1,False
964,Laptop,macOS,Apple,17.7,True
965,Mobile,iOS,LG,51.9,True
966,Laptop,Android,LG,19.2,True
967,Laptop,macOS,HP,49.8,False
968,Mobile,Android,Sony,6.3,False
969,Tablet,Android,Samsung,43.9,False
970,Laptop,Android,LG,40.5,False
971,Tablet,iOS,Sony,20.6,False
972,Tablet,iOS,LG,51.8,False
973,Tablet,iOS,HP,21.8,False
974,Smart TV,Android,Sony,23.4,False
975,Laptop,iOS,Samsung,61.4,True
976,Mobile,Android,Samsung,64.1,True
977,Mobile,Android,Sony,63.5,False
978,Smart TV,macOS,Apple,19.3,True
979,Mobile,Android,Apple,63.0,False
980,Smart TV,Windows,Samsung,44.8,False
981,Smart TV,Android,Samsung,24.0,False
982,Laptop,iOS,HP,15.1,True
983,Smart TV,iOS,HP,19.7,True
984,Laptop,Windows,LG,59.1,False
985,Smart TV,Android,Apple,42.0,False
986,Laptop,iOS,Sony,29.5,True
987,Tablet,Android,Apple,23.6,False
988,Tablet,Android,Sony,16.6,True
989,Laptop,iOS,Samsung,63.3,True
990,Mobile,iOS,Apple,60.6,True
991,Mobile,Windows,Apple,10.3,True
992,Laptop,Android,Sony,42.3,True
993,Tablet,iOS,Dell,9.0,False
994,Mobile,iOS,Apple,7.9,True
995,Mobile,macOS,Samsung,37.8,True
996,Tablet,Android,Apple,10.8,True
997,Laptop,Linux,Dell,8.2,True
998,Mobile,Linux,Apple,24.8,True
999,Laptop,Android,LG,63.5,False
1000,Mobile,Android,Apple,38.7,True
1001,Tablet,Linux,LG,42.5,False
1002,Laptop,iOS,HP,57.7,False
1003,Tablet,Windows,Dell,36.9,False
1004,Smart TV,Linux,Samsung,61.3,False
1005,Smart TV,Linux,Dell,38.2,True
1006,Mobile,Linux,Samsung,64.0,True
1007,Mobile,Linux,Sony,42.9,False
1008,Smart TV,iOS,Sony,54.4,True
1009,Tablet,Linux,Apple,10.6,True
1010,Smart TV,Linux,Sony,48.8,True
1011,Laptop,Android,HP,8.8,True
1012,Tablet,macOS,Apple,40.4,False
1013,Laptop,Linux,Apple,18.5,True
1014,Smart TV,iOS,Dell,39.4,True
1015,Tablet,iOS,Sony,60.1,False
1016,Smart TV,Linux,Samsung,40.6,True
1017,Tablet,macOS,HP,26.3,False
1018,Laptop,macOS,HP,47.0,False
1019,Tablet,Windows,Apple,25.8,False
1020,Laptop,macOS,HP,26.7,False
1021,Mobile,Android,Apple,43.3,False
1022,Tablet,Linux,Sony,13.5,True
1023,Tablet,Linux,Samsung,31.5,True
1024,Mobile,iOS,Samsung,62.8,True
1025,Smart TV,Android,Dell,37.5,True
1026,Mobile,iOS,HP,30.3,False
1027,Mobile,macOS,Sony,46.3,False
1028,Tablet,macOS,Samsung,35.1,False
1029,Mobile,iOS,Samsung,48.2,False
1030,Smart TV,macOS,LG,49.8,False
1031,Laptop,Linux,HP,36.2,False
1032,Laptop,macOS,Sony,21.7,True
1033,Tablet,Android,Sony,49.4,True
1034,Mobile,iOS,LG,13.8,True
1035,Laptop,macOS,LG,64.5,True
1036,Tablet,Android,Dell,64.8,False
1037,Smart TV,Linux,Samsung,6.9,False
1038,Tablet,macOS,Sony,24.2,False
1039,Tablet,macOS,Samsung,62.9,False
1040,Laptop,macOS,Samsung,25.7,False
1041,Smart TV,iOS,Dell,40.3,False
1042,Tablet,Windows,Sony,9.9,False
1043,Laptop,macOS,Dell,23.8,False
1044,Smart TV,Linux,Apple,35.3,False
1045,Laptop,iOS,Samsung,63.1,False
1046,Mobile,Linux,LG,34.2,False
1047,Laptop,macOS,Dell,37.1,True
1048,Smart TV,Windows,Samsung,37.9,True
1049,Tablet,Windows,HP,33.2,False
1050,Tablet,iOS,Sony,46.9,False
1051,Mobile,Android,HP,28.1,False
1052,Smart TV,iOS,Dell,17.0,True
1053,Mobile,Linux,LG,27.9,False
1054,Smart TV,Windows,Sony,35.1,True
1055,Mobile,Windows,Sony,64.7,True
1056,Smart TV,Android,Samsung,29.0,False
1057,Laptop,iOS,HP,50.9,True
1058,Mobile,macOS,Samsung,43.1,False
1059,Smart TV,Windows,Samsung,60.7,True
1060,Mobile,Android,Apple,34.9,True
1061,Laptop,iOS,Apple,19.2,True
1062,Laptop,Windows,HP,38.1,False
1063,Tablet,Windows,LG,38.6,False
1064,Laptop,Android,Sony,24.5,True
1065,Laptop,Windows,Sony,62.9,False
1066,Laptop,iOS,Sony,55.8,False
1067,Laptop,Windows,HP,47.2,False
1068,Tablet,macOS,HP,8.1,False
1069,Tablet,Windows,Samsung,47.8,False
1070,Tablet,Windows,HP,8.8,False
1071,Smart TV,Linux,HP,57.8,False
1072,Laptop,Linux,Dell,39.7,False
1073,Mobile,macOS,Apple,44.6,False
1074,Smart TV,Linux,LG,39.2,False
1075,Laptop,Android,LG,61.8,True
1076,Laptop,macOS,Sony,34.6,True
1077,Laptop,Linux,Sony,18.5,False
1078,Tablet,iOS,Apple,55.6,True
1079,Smart TV,macOS,HP,20.4,False
1080,Laptop,Android,Sony,44.7,False
1081,Mobile,macOS,Apple,44.5,False
1082,Smart TV,Linux,Samsung,50.4,False
1083,Smart TV,Linux,Dell,10.7,True
1084,Tablet,Android,Sony,24.3,True
1085,Laptop,Android,Sony,64.3,False
1086,Laptop,Android,Apple,44.3,True
1087,Laptop,iOS,Dell,18.1,True
1088,Laptop,Android,Sony,12.7,True
1089,Tablet,macOS,Sony,49.9,False
1090,Smart TV,Android,Dell,7.7,True
1091,Mobile,Android,LG,20.2,False
1092,Smart TV,iOS,HP,36.6,True
1093,Laptop,Android,HP,56.2,False
1094,Smart TV,Android,Samsung,32.5,True
1095,Tablet,Android,LG,19.8,False
1096,Tablet,Windows,Apple,7.1,True
1097,Laptop,macOS,Samsung,34.5,False
1098,Tablet,Linux,Samsung,12.1,False
1099,Mobile,iOS,Samsung,64.7,False
1100,Laptop,iOS,Apple,51.2,True
1101,Smart TV,macOS,Sony,17.9,False
1102,Tablet,iOS,HP,37.3,True
1103,Mobile,Android,LG,60.5,True
1104,Tablet,iOS,LG,8.3,False
1105,Smart TV,Linux,Samsung,29.3,True
1106,Mobile,iOS,HP,26.6,True
1107,Mobile,Android,Dell,21.7,False
1108,Smart TV,Windows,Samsung,59.1,False
1109,Tablet,macOS,Samsung,5.3,True
1110,Tablet,Android,Apple,42.6,False
1111,Laptop,Linux,Apple,18.9,True
1112,Mobile,Linux,Dell,42.9,False
1113,Smart TV,macOS,HP,48.3,True
1114,Mobile,macOS,HP,13.3,False
1115,Mobile,Linux,Apple,28.5,False
1116,Laptop,Windows,Apple,12.4,False
1117,Smart TV,Android,Dell,53.4,True
1118,Laptop,macOS,Apple,22.7,True
1119,Laptop,Linux,Samsung,11.7,True
1120,Laptop,Windows,Dell,17.1,True
1121,Mobile,Linux,HP,59.7,True
1122,Smart TV,Windows,Apple,34.4,False
1123,Mobile,Android,HP,33.2,True
1124,Laptop,Linux,LG,27.8,True
1125,Smart TV,Linux,Apple,50.6,False
1126,Laptop,Android,Dell,8.8,False
1127,Mobile,Android,Samsung,15.5,True
1128,Tablet,macOS,Dell,34.0,False
1129,Laptop,Linux,LG,19.5,False
1130,Laptop,Windows,Dell,30.4,False
1131,Smart TV,Windows,LG,20.1,True
1132,Mobile,Linux,Apple,64.7,True
1133,Tablet,Android,HP,64.8,True
1134,Laptop,macOS,Samsung,52.2,True
1135,Smart TV,macOS,Sony,57.9,False
1136,Smart TV,iOS,Samsung,26.5,False
1137,Tablet,macOS,Apple,48.5,False
1138,Laptop,iOS,LG,6.2,False
1139,Laptop,macOS,Sony,5.1,True
1140,Mobile,Linux,Apple,9.3,False
1141,Mobile,Android,LG,14.7,False
1142,Tablet,macOS,Sony,17.6,False
1143,Tablet,iOS,Dell,63.6,True
1144,Tablet,Linux,LG,13.5,False
1145,Tablet,iOS,Dell,36.0,True
1146,Mobile,Android,Samsung,27.9,False
1147,Smart TV,iOS,Samsung,50.0,False
1148,Smart TV,macOS,Apple,53.4,True
1149,Smart TV,Linux,Apple,18.1,True
1150,Mobile,Android,HP,25.5,False
1151,Smart TV,iOS,LG,18.1,True
1152,Mobile,macOS,LG,13.3,False
1153,Tablet,Windows,Dell,35.8,True
1154,Tablet,Linux,Apple,7.6,False
1155,Mobile,Windows,LG,59.7,False
1156,Mobile,Android,Dell,41.9,False
1157,Laptop,macOS,Sony,9.9,True
1158,Tablet,Android,Apple,26.1,True
1159,Mobile,iOS,Samsung,17.6,False
1160,Mobile,macOS,Dell,39.6,False
1161,Smart TV,Windows,Samsung,26.6,False
1162,Laptop,Linux,Dell,55.1,True
1163,Tablet,macOS,LG,60.6,False
1164,Mobile,Linux,Samsung,46.5,True
1165,Mobile,macOS,Dell,56.2,False
1166,Tablet,Android,Dell,63.6,True
1167,Smart TV,iOS,LG,59.7,False
1168,Mobile,iOS,Apple,30.9,False
1169,Laptop,iOS,Sony,16.4,True
1170,Smart TV,Linux,Samsung,54.1,False
1171,Tablet,iOS,Sony,62.4,True
1172,Laptop,Windows,Samsung,22.5,True
1173,Tablet,macOS,Dell,12.1,False
1174,Mobile,Windows,Samsung,51.9,True
1175,Laptop,macOS,HP,14.9,True
1176,Smart TV,Android,LG,60.4,False
1177,Tablet,Android,Apple,35.3,True
1178,Smart TV,Windows,HP,32.5,True
1179,Laptop,Android,Sony,31.1,False
1180,Smart TV,Android,Sony,9.2,True
1181,Tablet,Linux,HP,8.6,True
1182,Mobile,Linux,Samsung,51.5,False
1183,Tablet,macOS,Apple,58.6,True
1184,Mobile,Android,LG,26.6,False
1185,Smart TV,Linux,Sony,17.2,True
1186,Mobile,Linux,Samsung,26.6,True
1187,Laptop,Android,HP,55.1,True
1188,Smart TV,iOS,Samsung,7.1,True
1189,Laptop,macOS,LG,6.4,False
1190,Laptop,Windows,Sony,55.0,True
1191,Mobile,Linux,HP,21.1,False
1192,Mobile,macOS,Apple,64.2,False
1193,Tablet,iOS,Dell,16.8,True
1194,Laptop,Windows,Apple,30.4,True
1195,Laptop,iOS,Samsung,20.0,True
1196,Mobile,Linux,Sony,44.3,False
1197,Tablet,Linux,Apple,37.8,True
1198,Mobile,Linux,Sony,58.8,False
1199,Smart TV,Android,LG,43.6,False
1200,Tablet,Android,Apple,12.7,False
1201,Smart TV,macOS,Dell,39.0,False
1202,Smart TV,macOS,Dell,23.9,False
1203,Smart TV,macOS,LG,14.5,True
1204,Laptop,Linux,Sony,7.6,True
1205,Smart TV,iOS,Samsung,38.3,True
1206,Laptop,macOS,LG,27.9,True
1207,Tablet,Android,LG,46.1,True
1208,Mobile,macOS,Apple,32.8,False
1209,Laptop,Linux,Apple,11.6,True
1210,Mobile,Windows,Samsung,31.9,False
1211,Smart TV,iOS,LG,61.7,False
1212,Tablet,macOS,Samsung,64.9,True
1213,Tablet,macOS,Sony,38.0,True
1214,Smart TV,Linux,LG,8.4,True
1215,Mobile,iOS,Samsung,64.2,True
1216,Mobile,Windows,Dell,14.5,True
1217,Smart TV,Linux,Sony,64.6,False
1218,Smart TV,Windows,Samsung,47.0,True
1219,Tablet,iOS,Dell,10.8,False
1220,Mobile,Android,HP,56.8,True
1221,Mobile,Linux,Dell,36.2,True
1222,Tablet,Android,Apple,15.6,False
1223,Tablet,Android,Dell,15.4,True
1224,Laptop,macOS,HP,39.9,True
1225,Smart TV,iOS,Sony,49.6,True
1226,Mobile,macOS,Dell,34.3,True
1227,Smart TV,macOS,Samsung,64.4,True
1228,Tablet,iOS,LG,14.1,True
1229,Smart TV,macOS,HP,61.6,False
1230,Smart TV,Linux,HP,46.3,False
1231,Mobile,Android,Dell,60.4,True
1232,Mobile,Linux,LG,12.2,False
1233,Smart TV,Windows,Apple,19.3,False
1234,Laptop,Windows,LG,21.8,False
1235,Smart TV,Linux,Samsung,21.3,True
1236,Tablet,Android,Apple,62.7,True
1237,Mobile,iOS,HP,48.8,False
1238,Smart TV,Linux,Apple,39.4,True
1239,Smart TV,Linux,Samsung,50.4,True
1240,Smart TV,Windows,Sony,23.1,False
1241,Laptop,macOS,Dell,50.0,True
1242,Tablet,Windows,Sony,45.7,False
1243,Tablet,Linux,Apple,60.7,True
1244,Laptop,Android,Samsung,32.9,True
1245,Smart TV,Linux,Samsung,30.6,False
1246,Smart TV,Windows,Sony,18.4,False
1247,Laptop,Linux,HP,38.8,True
1248,Mobile,iOS,Apple,44.0,False
1249,Mobile,Windows,HP,53.2,True
1250,Laptop,Windows,Sony,45.1,False
1251,Smart TV,Android,Apple,64.5,True
1252,Tablet,Linux,HP,60.2,False
1253,Tablet,Android,Dell,23.3,False
1254,Smart TV,macOS,HP,39.5,True
1255,Mobile,Android,LG,9.4,False
1256,Mobile,Linux,Apple,23.9,False
1257,Laptop,Android,Sony,64.0,False
1258,Smart TV,iOS,Apple,51.8,False
1259,Tablet,Windows,HP,15.2,True
1260,Laptop,macOS,LG,60.4,False
1261,Mobile,macOS,LG,49.7,False
1262,Mobile,Linux,Sony,10.0,False
1263,Mobile,macOS,Sony,38.6,False
1264,Smart TV,Android,HP,45.7,False
1265,Mobile,iOS,HP,51.3,True
1266,Laptop,iOS,LG,58.9,True
1267,Smart TV,Windows,Apple,48.2,False
1268,Smart TV,macOS,Apple,18.2,True
1269,Mobile,iOS,Apple,39.6,False
1270,Laptop,iOS,Sony,62.4,False
1271,Mobile,Android,HP,18.0,True
1272,Laptop,Linux,Dell,52.4,False
1273,Mobile,Linux,Apple,5.8,True
1274,Smart TV,macOS,Sony,53.0,False
1275,Smart TV,iOS,Apple,38.0,True
1276,Tablet,iOS,Dell,20.8,False
1277,Mobile,macOS,Apple,15.6,True
1278,Mobile,Windows,Dell,27.9,True
1279,Laptop,Windows,HP,33.8,True
1280,Tablet,Windows,Sony,47.8,False
1281,Mobile,macOS,Sony,49.3,True
1282,Mobile,Android,LG,34.6,True
1283,Tablet,iOS,Apple,57.9,True
1284,Tablet,Windows,LG,55.6,True
1285,Mobile,Windows,Sony,12.8,True
1286,Mobile,Android,Samsung,47.1,False
1287,Tablet,Windows,LG,18.6,False
1288,Tablet,Windows,Samsung,25.3,True
1289,Laptop,Linux,Dell,61.5,False
1290,Laptop,Windows,HP,5.1,True
1291,Tablet,Android,HP,13.0,False
1292,Tablet,Windows,Dell,28.9,False
1293,Mobile,macOS,Apple,47.4,True
1294,Mobile,iOS,Apple,7.9,False
1295,Smart TV,Linux,Apple,33.7,True
1296,Laptop,Android,HP,55.9,False
1297,Tablet,Linux,Dell,31.8,True
1298,Laptop,Windows,Samsung,40.7,True
1299,Tablet,Windows,HP,59.4,False
1300,Smart TV,iOS,Samsung,31.6,True
1301,Tablet,Linux,HP,60.1,True
1302,Mobile,macOS,LG,54.9,False
1303,Tablet,Android,Dell,15.2,True
1304,Smart TV,Android,HP,63.7,False
1305,Tablet,Linux,Samsung,50.5,False
1306,Tablet,macOS,Apple,50.0,True
1307,Tablet,macOS,LG,37.7,True
1308,Laptop,Linux,HP,63.5,False
1309,Mobile,macOS,Sony,54.2,False
1310,Mobile,Linux,HP,26.1,False
1311,Laptop,iOS,Dell,54.1,True
1312,Smart TV,Android,Apple,29.4,False
1313,Smart TV,Linux,Samsung,43.4,False
1314,Laptop,iOS,Dell,42.1,False
1315,Mobile,Windows,LG,13.1,False
1316,Tablet,Android,LG,52.2,True
1317,Tablet,Linux,Sony,18.4,True
1318,Laptop,macOS,Dell,8.5,True
1319,Smart TV,Linux,Sony,9.1,True
1320,Laptop,Linux,LG,29.1,False
1321,Tablet,Windows,HP,52.9,False
