movie_id,title,genre,release_year,duration_mins,language,age_rating,avg_rating
487,Successful agency,Drama,2015,175,Hindi,NC-17,3.08
488,Its maintain reach,Thriller,1990,77,Spanish,PG-13,2.07
489,Event buy,Comedy,1984,81,French,PG-13,2.68
490,Instead cup,Documentary,1984,106,Spanish,PG,3.88
491,Paper large,Documentary,2018,138,Hindi,R,1.43
492,Five fly,Sci-Fi,1980,110,Spanish,NC-17,2.52
493,Ability billion true,Romance,2008,102,French,NC-17,1.54
494,Tough dark police,Romance,2018,148,Hindi,R,2.26
495,Until crime middle,Thriller,2000,97,Japanese,R,4.87
496,Moment cup,Horror,2000,108,Spanish,R,2.46
497,Close no,Horror,2017,129,Hindi,NC-17,1.11
498,Value important,Documentary,1993,116,Korean,PG-13,4.33
499,She response speak,Drama,2006,146,French,PG,3.53
500,Project ago,Horror,1996,144,Hindi,R,4.16
501,Memory figure,Drama,2008,136,French,NC-17,2.6
502,Authority occur kid,Thriller,2014,64,Korean,PG-13,3.81
503,Job reveal,Drama,1986,158,Hindi,PG-13,1.67
504,Describe newspaper career player,Action,2016,142,Japanese,R,4.87
505,Personal get single,Romance,2007,73,English,G,2.03
506,Drop project whole,Horror,2008,107,French,R,4.09
507,Industry live course,Comedy,2002,63,French,G,2.18
508,Her director thank,Drama,1987,166,Japanese,PG,2.39
509,Group should,Romance,2009,160,Hindi,NC-17,2.93
510,Participant task choose,Documentary,1986,116,Japanese,R,2.28
511,Soldier experience face,Sci-Fi,1982,163,Japanese,G,1.09
512,Score fact bank,Romance,2021,73,Japanese,PG,4.72
513,Society admit,Horror,2013,82,German,PG,2.32
514,Life four,Thriller,2009,89,Korean,R,3.52
515,Language him strategy,Comedy,2020,144,French,R,1.12
516,Find national,Horror,2008,135,French,R,1.02
517,Many stock citizen pull,Horror,1993,95,Korean,G,3.31
518,Attack certainly,Comedy,2003,101,Hindi,R,1.46
519,She personal walk,Documentary,2013,141,Spanish,NC-17,2.55
520,Benefit stock on,Thriller,2017,74,Spanish,PG-13,4.38
521,Meeting possible near,Comedy,2023,150,Korean,PG-13,4.67
522,Family too,Drama,2023,77,Spanish,G,1.95
523,Decision sport class,Drama,1991,107,Japanese,PG,3.04
524,Add successful involve,Thriller,2018,77,German,R,2.69
525,Discussion cover kind,Documentary,2020,128,Japanese,PG,3.22
526,Environment now,Documentary,1998,77,Hindi,PG-13,4.37
527,Dream deal low issue,Action,2002,61,French,PG,1.78
528,He difference drug,Thriller,2015,124,Japanese,R,2.64
529,Material look poor,Documentary,2006,150,Korean,R,2.95
530,Customer area,Drama,2016,63,Korean,PG,2.17
531,Sell every indeed,Sci-Fi,1994,128,Spanish,PG,4.12
532,Employee that,Documentary,2015,125,English,NC-17,1.46
533,Protect condition tree,Romance,2014,165,Korean,G,4.04
534,Third without government,Documentary,2014,87,French,G,3.94
535,Despite final,Horror,1999,171,English,R,2.05
536,Film win watch,Drama,2008,170,English,PG,1.84
537,Among traditional reach,Romance,2019,140,French,PG,3.46
538,Want,Horror,1993,163,English,NC-17,2.4
539,Force sport,Sci-Fi,2018,128,Hindi,PG-13,4.92
540,Science light,Sci-Fi,1998,133,Spanish,NC-17,4.94
541,Policy career,Drama,1988,156,Korean,R,4.68
542,Bed various alone,Sci-Fi,2021,76,Japanese,PG,2.0
543,Project good memory,Romance,1995,157,Korean,R,2.96
544,Response meet factor,Sci-Fi,2020,113,French,R,1.3
545,Meeting whole,Drama,2005,125,Japanese,PG-13,3.78
546,Choose concern,Romance,2009,122,Spanish,NC-17,1.01
547,Always service,Drama,2009,141,Japanese,PG-13,4.4
548,These how,Thriller,1993,114,Korean,PG,2.98
549,Cup nor,Romance,1998,103,German,NC-17,1.52
550,Career her,Documentary,2001,174,Japanese,G,1.18
551,Us such four,Documentary,1981,75,Korean,PG,2.77
552,Leg leg degree,Action,2007,85,Japanese,PG,4.53
553,Turn too,Sci-Fi,1990,171,Spanish,G,3.62
554,Society serve,Sci-Fi,1985,107,Japanese,PG,1.21
555,Author view may,Sci-Fi,2024,156,Hindi,R,3.62
556,Reduce age place father,Drama,1980,87,French,G,1.53
557,Improve structure,Horror,2013,147,French,G,1.03
558,Help line,Romance,1987,170,French,PG,2.91
559,Enough recognize enjoy,Horror,2004,71,Japanese,G,1.41
560,Much,Romance,1999,77,French,PG,3.57
561,Picture executive college,Comedy,1984,127,German,G,3.44
562,Claim itself,Comedy,2008,104,Japanese,PG,3.51
563,Happy smile pay,Comedy,2006,138,Japanese,R,4.44
564,Sit someone letter,Drama,1986,77,Korean,G,3.36
565,Grow financial,Thriller,2002,114,Spanish,PG,1.99
566,Executive course southern,Drama,1995,130,German,NC-17,3.88
567,That southern,Sci-Fi,2024,63,Korean,PG-13,1.82
568,Foreign spend opportunity than,Horror,2005,97,Japanese,G,4.14
569,Already stay material training,Horror,2011,109,English,PG,3.0
570,Chair interesting,Drama,2013,173,English,PG-13,4.74
571,Home strong,Comedy,2004,170,Korean,NC-17,2.68
572,Arrive player citizen,Comedy,2010,158,English,G,3.35
573,Reason appear each,Action,1996,87,English,G,4.79
574,Debate own,Thriller,2012,96,Japanese,NC-17,4.07
575,President mother,Thriller,2024,111,English,NC-17,3.15
576,Hit,Comedy,1997,70,Spanish,G,3.05
577,Few official personal,Horror,1989,128,Spanish,R,3.35
578,Move rather same,Drama,1999,149,French,PG,1.23
579,Let dark,Drama,2007,74,French,NC-17,3.44
580,Put family,Sci-Fi,2022,154,Japanese,PG,1.48
581,Show though better,Comedy,2024,61,Hindi,R,4.81
582,Raise strategy western,Sci-Fi,1990,107,Hindi,PG-13,3.93
583,Just organization,Drama,1981,102,Korean,R,2.09
584,Look front,Drama,1996,151,German,G,2.98
585,Recently really possible,Romance,1983,123,Korean,NC-17,1.67
586,Exist several within,Comedy,1996,158,English,NC-17,3.7
587,Professor several another,Drama,1994,154,German,G,1.18
588,Memory religious citizen,Action,1995,65,French,PG-13,2.53
589,Represent find wrong,Comedy,1991,179,Korean,G,3.21
590,And loss cultural,Thriller,1994,101,Hindi,R,4.66
591,Charge kitchen,Romance,1997,165,English,NC-17,2.49
592,Word name,Action,1991,88,Korean,NC-17,4.93
593,Sell charge,Thriller,1984,172,French,PG-13,4.09
594,Over area,Sci-Fi,2000,71,German,R,1.03
595,Detail,Horror,1998,132,Korean,PG-13,3.96
596,Travel performance either consider,Horror,2009,107,German,R,4.99
597,Everyone according,Horror,2014,157,Korean,PG,1.6
598,Street,Thriller,1981,89,German,PG-13,3.54
599,Choice how administration,Action,2001,60,Korean,R,4.4
600,Leave rest those,Sci-Fi,1986,86,German,PG,2.68
601,Staff,Action,1989,151,Spanish,G,1.18
602,Same get,Horror,2013,112,Japanese,PG-13,2.83
603,Opportunity station,Drama,2017,72,German,PG,3.55
604,Ball operation,Thriller,1984,135,German,G,2.74
605,Approach cell,Comedy,1995,97,Spanish,PG-13,4.7
606,Wide never,Thriller,2024,166,Japanese,PG-13,2.27
607,What husband professor,Sci-Fi,1994,69,Hindi,PG,4.12
608,Task peace shake,Drama,1989,73,Hindi,R,2.86
609,Less me,Thriller,1987,128,Spanish,PG,2.81
610,Republican national such,Documentary,1996,169,English,G,1.63
611,Strong list,Sci-Fi,2024,137,English,PG,4.34
612,Section pick,Romance,1989,71,Japanese,PG,4.87
613,Building inside,Thriller,2012,66,Japanese,PG-13,2.04
614,Offer position,Comedy,1981,111,Korean,R,3.22
615,Bit,Horror,1986,119,English,PG,1.49
616,Democratic how deal,Action,1994,76,Hindi,R,2.49
617,Organization him,Drama,2017,135,Spanish,G,1.09
618,Head recently ever,Drama,1992,175,Japanese,R,4.24
619,Majority what,Drama,2001,75,English,R,1.2
620,Management same safe catch,Thriller,2005,123,English,R,3.73
621,Be someone,Comedy,2002,87,Hindi,PG-13,2.12
622,Fight another different,Comedy,1982,138,German,NC-17,1.98
623,Couple might,Sci-Fi,2011,112,German,R,1.24
624,Know fill likely,Sci-Fi,2004,77,French,PG,3.57
625,White might speech,Horror,2020,162,German,G,4.96
626,Expert difference usually,Romance,2010,129,Korean,R,2.38
627,Third rest what,Romance,2004,94,Hindi,G,2.28
628,Charge challenge,Horror,1981,174,Korean,PG-13,1.23
629,Trip since enough season,Documentary,2013,105,Korean,NC-17,5.0
630,Security,Comedy,1986,91,Japanese,PG,2.07
631,East energy,Action,1994,133,Korean,R,2.42
632,Administration energy,Comedy,1991,90,German,PG-13,4.22
633,Describe father time,Romance,2017,63,Japanese,PG-13,4.79
634,Cold southern,Comedy,2016,84,Korean,R,3.17
635,Term decade,Comedy,2011,64,English,G,1.93
636,Already allow line,Horror,1981,127,French,G,2.33
637,Almost majority left,Horror,1988,103,Japanese,PG,4.68
638,Ever great,Romance,1983,62,Hindi,NC-17,3.82
639,Who around,Comedy,1987,168,German,PG-13,4.84
640,Recent,Romance,2022,110,German,G,2.35
641,Policy inside bit,Romance,1988,80,Japanese,R,4.17
642,Too break,Documentary,2021,100,Hindi,NC-17,3.77
643,Foreign training subject argue,Romance,1994,145,German,PG,2.51
644,Probably,Sci-Fi,1988,82,Japanese,G,4.8
645,Local,Thriller,2016,64,Hindi,NC-17,2.27
646,Life price,Horror,2020,132,English,R,1.56
647,President town military,Drama,1995,104,Spanish,PG,3.54
648,Information,Drama,2022,141,Japanese,PG-13,2.79
649,Option mind,Sci-Fi,1993,91,Japanese,G,2.4
650,Down,Drama,1980,66,French,R,3.93
651,About cover,Comedy,2006,123,French,PG-13,3.18
652,Drop,Drama,2010,160,Korean,NC-17,3.6
653,Bag blue,Horror,1990,117,English,G,2.18
654,Rest service,Romance,1996,73,English,PG-13,1.68
655,Cup,Thriller,1990,153,English,NC-17,4.77
656,Avoid type structure,Drama,2001,136,German,R,3.82
657,Answer less,Thriller,2021,81,German,R,1.63
658,Later wide sure,Drama,2001,86,Hindi,R,3.79
659,Once deal,Sci-Fi,2022,96,Spanish,PG,1.38
660,Hospital candidate,Thriller,2016,130,Korean,R,1.61
661,Structure,Romance,1980,114,English,PG-13,4.3
662,Raise big its,Documentary,1992,72,English,PG,1.68
663,Something play,Sci-Fi,1985,120,Korean,G,2.23
664,Realize during contain,Thriller,2010,122,Japanese,PG-13,1.36
665,Win stock,Thriller,1991,107,French,PG-13,1.75
666,Show establish,Action,1996,116,French,PG-13,1.9
667,Song couple,Sci-Fi,2016,67,Hindi,G,1.34
668,Then federal,Romance,2014,112,Korean,NC-17,1.91
669,Service foot floor,Action,2004,164,German,R,4.86
670,Western audience many,Documentary,2016,172,Hindi,R,2.2
671,Know election,Thriller,1982,124,German,NC-17,4.2
672,We drop film,Comedy,1987,156,French,PG,4.8
673,Physical ask mission,Comedy,1993,163,Hindi,PG,1.17
674,Student number last,Drama,2023,115,Hindi,PG,4.34
675,Recent space,Sci-Fi,2000,176,Japanese,G,1.35
676,Change American administration,Thriller,2015,101,Korean,PG-13,3.08
677,Decision,Action,2024,139,German,NC-17,4.13
678,Upon everything,Drama,2006,79,Hindi,NC-17,3.35
679,Those test,Drama,1986,132,Korean,G,4.14
680,Minute learn easy,Romance,2006,93,French,R,3.29
681,Middle audience,Documentary,1982,82,Spanish,R,1.58
682,Expert trip such,Thriller,1982,110,Spanish,PG,1.2
683,How your,Documentary,1997,174,Spanish,G,2.35
684,Affect movie visit,Sci-Fi,1999,95,Korean,R,4.43
685,Dog blue,Drama,1994,77,Spanish,R,4.1
686,Send who crime,Romance,1997,153,French,NC-17,3.58
687,Admit star garden,Horror,2008,87,Korean,R,3.96
688,Theory top decide,Romance,1983,125,Korean,PG,1.26
689,Fine so wonder,Thriller,1988,159,Korean,NC-17,4.52
690,Fund dinner prepare maybe,Action,1991,84,Korean,PG,4.35
691,Type job worry,Horror,1982,118,English,PG-13,3.82
692,Performance three according,Sci-Fi,2003,165,French,NC-17,2.59
693,High than force,Drama,2023,63,Hindi,PG-13,2.96
694,Run country,Documentary,1991,171,French,NC-17,3.21
695,Mrs recent,Romance,1990,167,Spanish,G,2.14
696,Teach,Thriller,1983,80,Korean,NC-17,4.12
697,Everything my reflect,Horror,1994,142,Hindi,PG,2.08
698,Health amount suggest rest,Thriller,2012,62,Korean,G,2.9
699,Live man radio,Comedy,2021,82,German,G,1.9
700,Debate guess sure fight,Sci-Fi,2021,95,French,R,4.41
701,Good smile project,Documentary,1996,87,French,PG-13,3.71
702,Have green fly,Thriller,2017,73,English,NC-17,5.0
703,Sense spend,Romance,2015,142,German,NC-17,2.13
704,Father human work,Drama,2010,68,Spanish,PG-13,3.56
705,Compare state white,Sci-Fi,1996,143,Japanese,PG-13,1.75
706,Win floor,Horror,1983,163,Korean,NC-17,2.62
707,Let,Romance,2023,77,Japanese,G,3.62
708,Red job fine physical,Sci-Fi,1996,176,French,R,2.55
709,Often ten nice,Action,2017,150,German,PG,2.37
710,Wish huge former,Horror,2023,128,Japanese,R,4.63
711,Sell lawyer matter,Romance,2012,98,Korean,PG,4.36
712,Management,Comedy,1998,72,French,PG,3.96
713,Grow quality,Comedy,2023,175,Spanish,G,1.89
714,Final,Horror,1999,113,Korean,PG-13,2.49
715,Trial,Sci-Fi,2009,168,English,R,1.21
716,Market condition,Drama,2010,173,Hindi,NC-17,1.48
717,Area behind,Thriller,2013,98,French,G,4.48
718,Middle there effect,Comedy,1988,85,Spanish,R,4.95
719,Water property couple option,Documentary,1989,100,Korean,PG,4.12
720,Join raise visit front,Documentary,2001,140,Hindi,PG-13,3.54
721,Son bank agency,Action,2008,95,Hindi,PG,3.31
722,Dream open likely,Comedy,2011,160,Korean,G,1.52
723,Health glass,Thriller,2020,114,French,R,4.86
724,Pick daughter social,Thriller,1980,64,German,PG,3.92
725,Vote put,Action,2000,156,Korean,NC-17,1.76
726,Everybody point,Action,2020,153,Hindi,PG,3.77
727,Dog run difficult,Romance,1999,76,English,R,3.01
728,If pattern idea,Sci-Fi,1990,68,Korean,G,2.19
729,Skill realize,Sci-Fi,2009,153,German,NC-17,3.1
730,Tonight instead this,Thriller,2023,77,Spanish,R,2.44
731,Success run,Horror,1990,176,Korean,R,1.08
732,History despite itself walk,Horror,1988,87,Japanese,G,3.36
733,Let attorney laugh,Comedy,1987,106,Japanese,G,2.5
734,Son interest democratic impact,Sci-Fi,2014,139,English,NC-17,4.98
735,Yourself interesting movement,Drama,2021,167,English,G,3.76
736,Heart guess white,Thriller,2008,108,English,NC-17,2.01
737,Character friend,Comedy,1993,148,Japanese,G,2.2
738,Fire fight never spend,Drama,2022,126,Spanish,NC-17,3.42
739,Require provide,Comedy,2006,166,English,NC-17,3.88
740,Or program,Drama,1998,74,Korean,G,2.99
741,Recently face,Horror,1996,166,German,PG,2.43
742,Window state nothing see,Thriller,1998,80,English,NC-17,2.99
743,Each ago fly vote,Horror,2024,179,French,PG-13,1.94
744,Player eye,Action,2022,71,English,NC-17,3.68
745,Value crime boy,Comedy,1985,159,German,G,3.89
746,Cut practice,Drama,1996,142,Hindi,R,4.95
747,Chance manager feel,Sci-Fi,1996,119,English,G,4.25
748,Drive about southern improve,Action,1998,106,Korean,PG-13,2.7
749,Lay,Drama,1986,168,Korean,G,1.04
750,Strong girl,Comedy,2022,142,Hindi,PG-13,2.43
751,Manage especially,Documentary,2019,94,Japanese,G,2.49
752,Later toward,Romance,1991,74,French,R,4.85
753,War seek,Sci-Fi,2004,148,Korean,R,4.2
754,Democrat another,Comedy,1987,76,Japanese,G,4.93
755,Enjoy beautiful power,Comedy,1986,113,German,R,4.21
756,Mrs husband,Documentary,1991,138,French,PG-13,3.45
757,Per police newspaper,Comedy,2010,177,French,G,4.55
758,State special wide,Documentary,1982,68,Spanish,PG-13,1.05
759,Wide require,Horror,2022,171,Spanish,NC-17,3.09
760,Ability step thus,Drama,2007,144,Japanese,PG,2.93
761,Win charge performance,Thriller,1989,167,Korean,NC-17,4.57
762,Feeling him,Action,1980,142,Hindi,NC-17,4.4
763,Artist record treat,Documentary,1990,69,Korean,R,2.28
764,Service start ever,Romance,1997,66,German,PG,3.2
765,Age western,Thriller,2005,164,Hindi,G,2.84
766,Subject continue,Documentary,1985,169,French,R,2.26
767,Deal necessary success,Documentary,2021,62,English,R,2.65
768,Lay,Action,1985,161,German,NC-17,3.55
769,Into anything many,Horror,2021,145,French,PG-13,2.45
770,Need,Action,1994,168,French,PG-13,3.24
771,Message movie mother,Documentary,2022,106,Japanese,R,1.46
772,Young religious,Horror,1980,103,Spanish,PG-13,3.19
773,Now her,Romance,2024,73,English,PG,2.97
774,Listen test inside,Thriller,1986,92,German,PG,1.75
775,Life west,Thriller,1993,118,Korean,PG,3.87
776,Include everything,Drama,2006,65,Japanese,NC-17,1.49
777,Sound choice,Documentary,2009,144,German,NC-17,1.54
778,But require,Documentary,1980,127,Japanese,G,3.21
779,Tough institution,Thriller,2017,121,German,PG,3.77
780,Light we relationship,Comedy,1988,73,French,NC-17,3.42
781,Energy,Romance,2012,172,French,R,4.92
782,Energy soon new,Horror,1997,110,Spanish,PG-13,2.81
783,Good read,Comedy,1988,112,German,NC-17,2.2
784,Party always rich,Romance,2015,140,Hindi,PG,1.84
785,Both write,Sci-Fi,2023,104,Japanese,PG,4.93
786,Good,Comedy,2012,129,Japanese,PG-13,3.84
787,Suddenly light,Romance,2015,121,German,NC-17,4.77
788,Enjoy too,Thriller,2023,155,Korean,NC-17,2.14
789,Player wall ahead,Thriller,1980,126,English,G,2.52
790,Agent option usually,Action,2022,67,Hindi,PG-13,4.0
791,Eight,Comedy,1998,147,Spanish,PG,4.36
792,Seek girl wind,Sci-Fi,1993,156,German,G,2.43
793,Enter indicate happy,Documentary,1986,138,Korean,NC-17,4.46
794,Expect arrive tough,Thriller,1995,125,Korean,PG-13,3.77
795,Sport wall value,Action,2004,109,French,PG-13,4.86
796,Different music,Action,1980,155,Spanish,PG,3.48
797,Maybe most effort,Documentary,1994,176,Japanese,PG-13,4.02
798,Wall ten source than,Horror,1992,97,French,PG,4.93
799,During director hope,Drama,1991,82,Japanese,NC-17,1.48
800,Appear nearly education,Action,2007,95,German,PG-13,1.52
801,Receive since almost,Sci-Fi,1980,102,French,PG,1.16
802,Among reality box,Romance,2018,66,Korean,NC-17,4.37
803,Machine yes position boy,Sci-Fi,2011,161,German,NC-17,2.43
804,Class participant value,Romance,2013,88,Hindi,NC-17,1.27
805,See each,Comedy,2006,129,German,R,1.37
806,Test,Horror,1993,144,Spanish,PG-13,2.44
807,Career on,Horror,2019,127,French,NC-17,4.29
808,Just,Action,1987,145,Spanish,R,1.96
809,Law catch,Horror,1982,147,Spanish,R,4.66
810,Mention,Drama,2004,92,German,PG-13,1.1
811,Information find,Romance,2012,162,German,R,2.95
812,Size service,Sci-Fi,2021,84,Spanish,NC-17,1.33
813,To own,Drama,1990,158,German,NC-17,1.03
814,How enjoy,Drama,1993,145,Japanese,PG,4.46
815,Buy wide,Thriller,1986,86,German,R,3.59
816,Your else,Drama,2023,79,English,R,3.87
817,Teach town,Action,1985,69,English,PG,4.18
818,Role major,Drama,2016,165,Hindi,PG-13,2.63
819,Street loss,Documentary,2020,111,French,PG-13,1.07
820,Question many,Drama,2014,60,Japanese,NC-17,1.25
821,More body,Action,2024,168,English,PG-13,4.71
822,Wrong environment,Drama,1998,160,Japanese,PG-13,3.43
823,Fund task,Sci-Fi,2008,108,French,G,2.9
824,Degree half official,Horror,1988,155,French,NC-17,2.18
825,Follow she,Comedy,1999,146,Korean,PG-13,4.83
826,Candidate head,Action,2015,171,German,PG,1.49
827,Fight only him,Action,2016,136,French,NC-17,3.19
828,Pick tax,Drama,1999,86,Japanese,PG-13,1.85
829,Future two,Comedy,1990,83,Hindi,NC-17,4.34
830,Ahead choose,Horror,1987,83,Japanese,NC-17,4.41
831,Wife action if,Documentary,2021,130,English,PG-13,3.69
832,Clearly lay here,Sci-Fi,1986,85,Japanese,NC-17,2.95
833,Consider send hotel,Romance,2002,76,Japanese,PG,1.4
834,Painting box,Drama,1992,100,French,R,2.31
835,Such,Sci-Fi,2024,134,Hindi,NC-17,3.27
836,There sure term happen,Romance,2007,81,English,PG-13,1.98
837,Lose these,Horror,2021,115,Spanish,PG-13,1.54
838,State fight,Romance,2010,119,French,PG-13,4.1
839,Letter computer,Documentary,2015,73,Hindi,NC-17,1.33
840,Be quite,Sci-Fi,1988,174,German,PG,2.05
841,Money direction development,Drama,1984,174,English,NC-17,3.53
842,By much scientist value,Thriller,2017,87,English,NC-17,2.04
843,Culture thousand visit,Documentary,2021,159,Hindi,PG-13,2.57
844,Just campaign,Sci-Fi,1988,119,German,NC-17,1.36
845,Issue within,Romance,2012,61,Japanese,PG,4.39
846,Our design argue,Comedy,2012,77,French,PG,1.72
847,Successful base because,Comedy,2010,180,Spanish,G,1.88
848,Tend where military,Documentary,1994,68,Spanish,PG-13,1.94
849,Report,Horror,2013,176,Korean,PG-13,2.55
850,Mother hundred board,Documentary,1982,65,Japanese,PG-13,1.41
851,Itself second,Sci-Fi,1996,134,German,NC-17,1.7
852,Factor until if,Thriller,2003,135,Japanese,G,3.07
853,Career bill likely,Thriller,1994,126,French,PG-13,4.27
854,Return enjoy,Romance,2011,161,French,NC-17,1.03
855,Scene strong suffer,Comedy,2008,81,Hindi,G,3.06
856,Here hundred,Sci-Fi,1993,79,Hindi,PG,2.45
857,Fast store,Drama,2022,89,French,PG-13,3.88
858,World where,Documentary,2023,121,French,PG,3.36
859,Level gun,Thriller,1981,91,English,PG,3.29
860,Practice east away,Comedy,1988,140,German,G,4.56
861,New turn during,Comedy,1983,81,Spanish,PG,3.07
862,So himself little,Thriller,2018,132,Japanese,G,4.51
863,Guess feel fight,Sci-Fi,1985,87,French,NC-17,4.97
864,Nor form Mr,Documentary,1990,88,Korean,R,3.4
865,Education money message,Comedy,2019,144,German,PG-13,1.67
866,Knowledge truth style,Romance,2009,136,German,G,1.92
867,Certainly claim,Thriller,1988,73,English,PG,3.09
868,Between throw,Thriller,1989,137,English,PG,2.9
869,Live gun,Action,2014,124,Korean,G,1.37
870,Writer after,Comedy,2018,129,Korean,G,4.59
871,Yet require clear,Thriller,2013,113,Spanish,G,3.79
872,Treat cup court,Thriller,1994,180,Korean,R,4.16
873,Style second,Thriller,2002,135,Korean,NC-17,1.39
874,Tough,Comedy,1996,121,Korean,PG,4.64
875,Mean pattern keep,Drama,1998,136,German,R,2.03
876,Else friend,Action,1980,133,German,G,3.08
877,Democratic source or house,Thriller,2021,86,Japanese,PG-13,2.64
878,Necessary down return,Drama,1989,114,Japanese,NC-17,2.01
879,Nice father news,Thriller,2016,106,German,PG-13,4.97
880,Become small,Thriller,1993,112,German,NC-17,2.93
881,Live,Romance,2015,131,French,PG-13,4.95
882,Listen future usually,Romance,2005,154,Hindi,G,3.99
883,Onto institution,Documentary,2024,80,English,PG,3.03
884,However foreign,Romance,2015,138,Japanese,G,1.64
885,Conference should,Action,1985,165,Hindi,R,4.7
886,Build serious table,Thriller,1985,68,Spanish,PG,2.48
887,Maintain town weight,Action,2004,179,French,NC-17,3.62
888,Member make,Sci-Fi,2018,67,Korean,PG,3.56
889,Sign really,Documentary,1980,85,Korean,NC-17,2.14
890,Black,Action,2018,125,German,PG,3.46
891,Yet audience imagine,Action,2003,90,Japanese,G,4.9
892,Child practice list,Drama,1997,159,French,PG-13,3.68
893,Court fire religious,Thriller,2017,85,German,G,3.95
894,Herself rest,Drama,1985,130,Spanish,NC-17,4.66
895,Trip itself,Romance,2002,164,Spanish,PG,3.43
896,Significant discuss,Horror,2009,179,French,NC-17,1.02
897,Anything prevent,Comedy,2006,124,English,NC-17,1.29
898,Hear health,Sci-Fi,2001,74,Korean,NC-17,4.83
899,Part,Sci-Fi,2024,116,French,NC-17,2.93
900,Book relate,Horror,2001,159,French,R,4.59
901,Design amount simple,Action,2010,74,Spanish,G,2.53
902,Director authority town,Horror,2023,149,Hindi,PG-13,2.65
903,Month agree,Romance,2013,128,English,PG-13,1.99
904,Beyond light,Drama,2005,146,Japanese,PG-13,1.3
905,Tend,Comedy,2010,100,Spanish,PG,4.58
906,Television bring,Sci-Fi,1991,155,Japanese,PG,3.0
907,Old role,Horror,1995,154,Hindi,PG-13,1.83
908,Movie raise,Horror,1995,167,German,PG-13,1.62
909,Official manager police,Drama,1987,177,English,R,3.46
910,Draw from,Action,2010,107,German,PG-13,2.97
911,Require order property,Sci-Fi,2011,83,Korean,NC-17,2.12
912,Rich situation arrive,Horror,2016,76,English,NC-17,4.2
913,Technology single research,Documentary,2014,64,German,PG-13,2.57
914,Know safe,Comedy,2009,75,Japanese,NC-17,2.84
915,President question,Action,1980,146,Hindi,R,3.32
916,Father specific,Romance,2003,138,Korean,PG-13,1.75
917,Standard raise,Sci-Fi,1995,94,French,NC-17,2.37
918,True especially,Comedy,2011,114,Hindi,R,3.8
919,These large reach,Romance,2003,169,French,PG-13,2.8
920,Article myself product,Comedy,2016,147,Hindi,G,3.88
921,Production guy everybody force,Horror,2015,115,Korean,R,1.78
922,Specific new among,Comedy,2010,163,English,PG,2.69
923,Try interesting,Comedy,2020,126,German,PG-13,4.14
924,Explain young,Sci-Fi,1996,131,Korean,NC-17,1.19
925,Interest care require,Drama,2024,80,English,PG,4.26
926,Only set,Documentary,2020,72,French,PG-13,2.04
927,Debate several leg,Romance,2015,131,Korean,PG-13,2.38
928,Small drop,Thriller,1987,104,Korean,NC-17,1.8
929,According rate,Comedy,1998,105,Spanish,NC-17,2.95
930,Store involve,Documentary,1985,108,German,PG-13,2.86
931,Vote,Comedy,1990,141,Korean,PG-13,2.69
932,Success give,Thriller,1984,70,Hindi,PG-13,1.91
933,Idea heavy science,Romance,2021,97,Japanese,PG-13,3.42
934,Enough cause population,Thriller,1997,173,French,PG-13,3.99
935,Everybody under read,Documentary,2006,81,Hindi,G,1.5
936,Class management check,Horror,2022,92,Japanese,G,1.84
937,Huge not their,Thriller,1986,72,English,R,3.19
938,Occur live time card,Action,2005,127,Korean,G,1.42
939,Or citizen interest,Comedy,1985,143,French,PG-13,1.92
940,Yourself source house,Sci-Fi,2008,140,Hindi,PG,3.11
941,School after,Comedy,1981,64,Japanese,PG-13,4.44
942,Guess administration,Romance,2010,119,Korean,NC-17,4.74
943,Manager spend evening,Documentary,1988,149,German,PG,3.36
944,Father say six,Documentary,2020,155,Japanese,NC-17,2.74
945,Moment close his let,Sci-Fi,2002,121,German,PG,4.22
946,Service arrive many,Documentary,1999,106,French,PG-13,1.62
947,Source believe,Action,1980,126,Korean,PG,2.38
948,Sign according,Documentary,2014,61,Japanese,R,4.79
949,Understand list,Documentary,1999,61,Korean,R,4.19
950,Seat wide believe,Horror,1980,130,Spanish,PG,2.65
951,Police billion trouble,Thriller,2005,91,Hindi,R,4.31
952,Laugh,Horror,1996,70,French,PG,3.07
953,Government ability,Sci-Fi,1998,143,Japanese,NC-17,4.24
954,Name lay,Thriller,1992,169,English,PG,1.55
955,Country analysis,Drama,2020,118,German,R,2.09
956,Few research,Documentary,1992,101,English,PG,1.2
957,Record poor bar,Action,1991,73,Spanish,PG-13,1.5
958,Sing fill a,Documentary,1980,89,English,PG,1.06
959,Economic cultural,Horror,2001,113,Spanish,R,4.99
960,Try skin,Documentary,2024,161,English,PG-13,1.32
961,Write site,Comedy,1983,94,Korean,R,1.29
962,Machine sing those,Documentary,1991,84,Korean,PG-13,4.27
963,Computer appear much,Action,1987,158,Japanese,PG,2.54
964,Wish adult,Documentary,1995,154,English,PG,2.84
965,Page,Drama,2013,145,Hindi,R,2.56
966,Decade rich south up,Sci-Fi,2000,80,Japanese,G,3.98
967,Stop industry ability this,Drama,1996,121,Japanese,PG-13,1.79
968,Of television probably,Action,2022,87,English,PG,3.53
969,Television real,Romance,1980,81,Korean,PG-13,3.34
970,Offer argue peace certainly,Thriller,1995,61,English,NC-17,4.13
971,Move mother,Documentary,2024,136,Hindi,PG-13,4.08
