log_id,user_id,movie_id,device_id,watch_date,watch_duration,watch_time_slot,liked,rating_given,completed
4152,2305,363,710,2025-04-28,159,Night,Yes,3,True
4153,8404,229,1269,2024-07-31,148,Evening,Yes,3,False
4154,19038,1929,1229,2023-11-07,44,Night,No,1,False
4155,38508,1095,2665,2024-10-12,101,Afternoon,No,2,False
4156,17562,820,2551,2023-09-02,30,Afternoon,No,2,False
4157,19882,1275,922,2024-11-22,107,Night,Yes,2,True
4158,35876,394,12,2024-10-09,151,Night,No,4,True
4159,6581,1564,677,2024-12-24,109,Morning,No,1,True
4160,37476,1078,2221,2024-11-16,152,Afternoon,Yes,5,True
4161,32811,1123,1556,2024-03-05,175,Morning,Yes,2,True
4162,37006,550,48,2023-09-15,8,Afternoon,Yes,3,False
4163,15841,42,2313,2025-02-01,81,Afternoon,No,1,True
4164,23459,1267,2097,2024-04-10,165,Evening,Yes,2,True
4165,39962,111,20,2023-12-06,79,Afternoon,Yes,2,False
4166,23430,1523,1615,2025-02-09,129,Afternoon,Yes,3,True
4167,38667,1460,1161,2024-07-23,127,Afternoon,No,5,True
4168,38334,376,2015,2023-09-11,93,Afternoon,Yes,3,False
4169,23442,822,2748,2025-04-27,62,Afternoon,Yes,4,False
4170,15403,708,433,2024-05-25,103,Morning,Yes,5,False
4171,24331,1412,2504,2024-02-18,71,Night,No,5,False
4172,2793,206,1916,2025-03-13,151,Night,No,5,True
4173,20544,1024,1691,2024-12-21,135,Afternoon,Yes,3,True
4174,15019,979,1089,2025-02-20,131,Afternoon,Yes,2,True
4175,6887,155,804,2025-04-21,56,Morning,No,5,False
4176,37983,1916,767,2024-06-08,102,Afternoon,Yes,5,True
4177,16210,1400,2714,2025-02-25,117,Morning,Yes,5,False
4178,10973,1144,2680,2023-09-26,161,Morning,Yes,2,True
4179,23492,1063,1756,2023-10-10,159,Morning,Yes,5,True
4180,16274,1684,2508,2024-02-12,121,Morning,Yes,3,False
4181,11193,1470,1488,2023-09-18,73,Afternoon,Yes,4,True
4182,5908,1805,596,2025-05-15,27,Night,No,4,False
4183,33742,1490,127,2024-03-30,69,Afternoon,Yes,2,False
4184,20067,774,2054,2023-10-23,11,Evening,Yes,5,False
4185,8119,415,1605,2024-10-08,88,Evening,Yes,4,False
4186,18977,1646,1176,2024-04-30,13,Evening,No,2,False
4187,20143,498,1631,2023-09-30,41,Night,No,1,False
4188,3264,41,1526,2025-01-19,56,Night,Yes,4,False
4189,31859,668,2865,2025-04-16,145,Night,Yes,5,True
4190,13051,1883,818,2025-01-23,28,Afternoon,Yes,1,False
4191,1882,801,2380,2023-07-04,41,Afternoon,Yes,3,False
4192,1200,1547,837,2023-12-18,104,Morning,No,3,True
4193,23077,1889,1492,2024-07-12,90,Evening,No,2,True
4194,36596,269,2525,2025-02-01,133,Evening,Yes,5,True
4195,15066,661,240,2024-09-09,107,Morning,No,1,True
4196,5600,1027,882,2025-03-18,73,Night,Yes,1,False
4197,3931,802,2440,2024-08-31,139,Evening,Yes,4,True
4198,33073,1748,2035,2025-03-13,125,Morning,Yes,5,True
4199,26323,1181,385,2024-10-28,43,Night,Yes,2,False
4200,16679,1444,463,2024-08-16,128,Afternoon,No,5,True
4201,20478,1730,253,2023-08-24,59,Afternoon,No,2,False
4202,6613,522,1137,2024-05-16,58,Night,No,5,False
4203,13999,448,1221,2025-05-24,162,Night,No,2,True
4204,37892,429,2084,2025-05-21,53,Night,No,4,False
4205,21287,1285,1754,2025-01-13,69,Afternoon,No,5,False
4206,6055,535,1251,2024-04-29,172,Night,Yes,4,True
4207,9613,205,528,2023-10-19,84,Evening,No,1,False
4208,20373,262,1190,2024-12-06,42,Evening,No,4,False
4209,10411,1832,1477,2024-01-30,157,Evening,No,5,True
4210,3847,1730,336,2023-08-15,99,Night,Yes,1,False
4211,37028,375,900,2025-05-19,73,Night,No,3,False
4212,4520,1837,769,2024-06-22,84,Afternoon,No,5,False
4213,18912,1870,1151,2024-07-06,52,Afternoon,No,2,False
4214,15060,1128,1312,2023-09-14,89,Night,No,2,False
4215,7287,854,1226,2024-04-23,12,Afternoon,No,3,False
4216,3971,569,618,2025-06-09,171,Night,No,2,True
4217,30744,25,525,2024-09-10,156,Night,No,4,True
4218,16537,1300,2602,2023-06-29,47,Afternoon,Yes,4,False
4219,15709,1350,2996,2023-07-27,174,Afternoon,Yes,2,True
4220,19581,223,2577,2023-09-13,109,Afternoon,Yes,4,False
4221,20312,708,2008,2024-09-05,15,Evening,Yes,1,False
4222,1549,640,2086,2023-10-21,150,Night,No,3,True
4223,7478,820,868,2025-03-13,49,Afternoon,No,2,False
4224,23664,1720,2532,2025-04-07,48,Night,Yes,4,False
4225,10232,1915,2097,2024-09-06,163,Night,No,3,True
4226,33870,212,2303,2023-10-02,102,Night,Yes,3,True
4227,23931,1561,107,2024-02-28,104,Night,No,2,True
4228,17750,363,2818,2024-12-09,133,Morning,No,5,True
4229,15617,1232,2791,2025-06-10,75,Evening,Yes,1,True
4230,9791,37,1374,2024-07-29,164,Night,No,2,True
4231,17794,1459,1000,2024-06-14,133,Morning,No,3,True
4232,1201,1997,2195,2024-08-18,121,Afternoon,Yes,1,False
4233,33405,190,2747,2025-02-15,108,Afternoon,Yes,1,True
4234,25946,1559,2448,2024-01-05,95,Evening,Yes,1,False
4235,9108,1325,991,2025-04-13,115,Evening,Yes,2,True
4236,15695,672,815,2024-12-30,88,Afternoon,Yes,2,False
4237,3983,748,1833,2024-06-22,160,Evening,Yes,5,True
4238,24938,51,688,2025-06-16,11,Night,No,5,False
4239,8538,508,2820,2024-11-24,113,Afternoon,Yes,5,False
4240,34811,1873,366,2025-05-22,152,Morning,No,3,True
4241,11138,1357,1124,2024-07-18,134,Afternoon,Yes,5,True
4242,3798,1729,2939,2025-05-04,8,Evening,No,5,False
4243,18429,373,140,2024-08-03,146,Evening,No,4,False
4244,21577,1342,2119,2024-03-16,151,Morning,No,4,True
4245,17762,103,2966,2024-08-23,102,Morning,No,5,False
4246,15830,1124,1924,2024-01-19,162,Night,No,3,True
4247,35248,1676,1366,2023-08-07,83,Morning,Yes,5,False
4248,6647,1980,1121,2025-03-15,162,Night,Yes,1,True
4249,23834,1965,555,2024-10-11,29,Morning,Yes,5,False
4250,10561,1743,1436,2023-12-31,124,Morning,Yes,5,False
4251,16140,727,2737,2024-10-11,74,Afternoon,No,4,True
4252,2690,1466,2416,2024-08-27,91,Morning,No,2,True
4253,28111,177,197,2025-02-22,108,Night,No,4,False
4254,3417,1841,2667,2024-05-15,98,Night,No,2,False
4255,38360,1287,1040,2023-12-03,32,Evening,No,1,False
4256,30558,1886,1624,2025-04-03,159,Evening,No,5,True
4257,29081,256,828,2023-06-22,30,Morning,Yes,2,False
4258,33983,1591,1188,2025-01-20,9,Evening,Yes,3,False
4259,29822,1755,813,2024-01-04,150,Morning,No,5,False
4260,22517,615,1296,2024-02-01,146,Afternoon,No,1,True
4261,2299,49,506,2023-12-24,57,Evening,No,2,False
4262,23712,1051,2725,2024-09-26,161,Afternoon,Yes,4,True
4263,35260,348,149,2023-07-09,47,Evening,Yes,2,False
4264,13801,1005,2622,2024-09-07,134,Evening,Yes,5,True
4265,11794,191,2791,2024-03-14,32,Afternoon,No,1,False
4266,8833,962,1045,2024-05-15,111,Night,Yes,1,True
4267,21891,741,2156,2024-09-03,106,Night,No,3,False
4268,5380,455,1978,2025-04-12,138,Night,No,5,True
4269,12512,1766,1148,2025-01-28,55,Morning,Yes,3,False
4270,6880,310,1800,2024-04-20,73,Afternoon,Yes,2,False
4271,11902,1855,339,2024-11-08,92,Morning,Yes,4,True
4272,27537,327,2701,2025-05-16,27,Morning,No,2,False
4273,14670,1414,2074,2025-05-07,171,Afternoon,Yes,4,True
4274,22590,470,2888,2023-08-24,109,Morning,Yes,5,True
4275,33420,909,2126,2024-03-29,170,Night,No,5,True
4276,2752,1163,518,2023-11-27,97,Night,Yes,5,False
4277,24705,1302,1826,2025-05-29,176,Morning,Yes,1,True
4278,38388,225,1760,2024-07-28,104,Afternoon,Yes,3,False
4279,1033,1831,2519,2023-10-21,123,Morning,No,5,False
4280,36312,1599,582,2023-12-27,77,Morning,Yes,2,False
4281,31990,1214,1446,2024-01-26,100,Afternoon,Yes,4,False
4282,10526,1157,831,2023-09-24,176,Night,Yes,4,True
4283,9029,493,730,2025-03-15,109,Night,No,4,True
4284,12946,1650,1635,2025-03-25,55,Afternoon,Yes,1,False
4285,25417,1229,2670,2024-07-06,23,Morning,No,4,False
4286,12474,987,2325,2023-08-29,70,Morning,Yes,3,False
4287,27816,1242,2050,2023-08-13,31,Afternoon,Yes,1,False
4288,18027,471,389,2024-05-31,53,Morning,Yes,3,False
4289,29476,23,194,2025-05-14,174,Night,Yes,2,True
4290,2968,1545,1192,2024-09-11,156,Morning,Yes,3,True
4291,8462,564,1242,2024-02-02,43,Afternoon,Yes,5,False
4292,25344,609,1544,2024-09-12,161,Evening,No,4,True
4293,417,1351,2440,2025-06-05,40,Night,No,2,False
4294,17383,1869,307,2024-08-13,129,Morning,Yes,3,True
4295,19303,1691,1741,2025-06-04,47,Afternoon,Yes,1,False
4296,10827,1876,1737,2024-08-17,124,Evening,No,4,True
4297,16497,780,2200,2024-12-25,113,Afternoon,Yes,4,True
4298,25669,1421,1339,2024-05-04,80,Night,No,4,False
4299,20427,1861,2644,2023-12-10,110,Evening,No,2,True
4300,36399,671,2749,2023-11-19,161,Evening,Yes,4,True
4301,39802,1108,2400,2024-07-17,71,Night,Yes,4,True
4302,27759,868,1545,2024-11-05,11,Morning,No,1,False
4303,14101,601,2342,2024-04-01,109,Afternoon,No,4,False
4304,16323,43,1234,2023-10-24,89,Morning,No,5,False
4305,16228,1987,2166,2023-12-17,89,Afternoon,No,1,False
4306,33577,1151,1914,2024-05-07,95,Morning,Yes,5,True
4307,9497,1666,1388,2024-10-28,177,Evening,Yes,3,True
4308,6620,6,1334,2023-08-10,130,Afternoon,No,5,True
4309,22729,359,1719,2024-02-12,150,Evening,Yes,4,True
4310,35078,43,1024,2024-05-31,13,Night,No,2,False
4311,24038,1049,386,2024-05-04,156,Afternoon,Yes,4,True
4312,5452,1307,357,2023-08-31,156,Evening,No,2,True
4313,9296,1494,2815,2024-12-16,5,Night,Yes,3,False
4314,25921,458,1269,2023-07-11,148,Afternoon,No,3,True
4315,2279,1612,2859,2024-04-03,117,Night,Yes,4,True
4316,28568,1866,1247,2024-01-16,150,Evening,Yes,1,True
4317,38705,472,1267,2025-04-02,133,Evening,No,4,True
4318,31865,1812,970,2025-02-12,85,Afternoon,No,5,True
4319,11410,321,1708,2023-08-21,111,Morning,No,4,True
4320,32030,432,1436,2024-06-01,45,Afternoon,No,1,False
4321,22817,1178,1435,2024-09-19,56,Afternoon,Yes,2,False
4322,23153,511,466,2025-05-25,73,Evening,Yes,4,False
4323,21848,1489,1764,2024-08-15,178,Morning,Yes,1,True
4324,31541,1072,778,2024-06-05,52,Night,Yes,2,False
4325,23060,1658,1563,2024-05-20,129,Afternoon,No,4,True
4326,33634,184,2233,2024-05-07,88,Afternoon,Yes,1,False
4327,34723,488,2703,2024-10-14,40,Night,No,3,False
4328,23203,395,2574,2024-09-25,153,Morning,No,3,True
4329,7724,1946,844,2025-04-02,36,Morning,No,3,False
4330,20892,1255,1810,2024-03-08,169,Morning,Yes,4,True
4331,17146,1838,2360,2024-09-05,29,Morning,No,3,False
4332,4188,1652,2849,2025-06-20,39,Morning,No,1,False
4333,14872,461,1468,2024-01-03,149,Afternoon,Yes,5,True
4334,18773,1828,2118,2024-10-25,132,Afternoon,Yes,2,False
4335,7442,1359,2131,2024-02-07,98,Morning,Yes,2,True
4336,2383,438,365,2023-07-03,62,Afternoon,Yes,3,False
4337,31503,1092,1462,2025-01-13,159,Evening,No,4,True
4338,29062,1645,2545,2024-07-04,14,Night,Yes,4,False
4339,22281,976,2572,2025-05-14,97,Afternoon,No,2,True
4340,32646,668,429,2025-01-11,68,Afternoon,No,2,False
4341,15336,752,2625,2025-02-18,163,Morning,No,3,True
4342,37498,638,2233,2024-05-05,113,Afternoon,Yes,2,True
4343,31344,83,2454,2023-09-08,102,Evening,No,2,True
4344,38885,689,2034,2024-04-15,132,Night,Yes,5,False
4345,2646,998,2113,2025-04-29,150,Night,No,5,False
4346,22275,838,2161,2025-01-10,21,Morning,No,3,False
4347,4180,795,1982,2025-06-08,164,Afternoon,No,3,True
4348,32238,141,1659,2025-03-30,101,Evening,No,5,True
4349,16385,1234,1432,2024-10-10,95,Morning,Yes,3,False
4350,21641,335,2355,2024-06-15,153,Night,Yes,1,True
4351,2811,1641,514,2024-08-23,13,Afternoon,Yes,5,False
4352,30702,1939,2988,2025-06-20,20,Night,No,1,False
4353,29211,677,2050,2024-03-19,104,Night,Yes,2,False
4354,9778,1882,1055,2023-09-07,25,Afternoon,No,5,False
4355,19785,284,970,2024-05-22,35,Evening,Yes,5,False
4356,31,735,1686,2025-05-28,74,Morning,Yes,1,False
4357,947,1516,1464,2024-04-10,167,Afternoon,No,2,True
4358,6813,199,1601,2024-04-04,103,Morning,No,5,False
4359,23526,1783,310,2025-01-01,55,Afternoon,Yes,4,False
4360,30347,1316,694,2023-07-16,116,Morning,No,3,True
4361,31577,2000,1348,2024-09-27,65,Morning,No,2,False
4362,36690,722,1955,2024-07-14,122,Night,No,3,False
4363,11394,626,334,2025-02-22,30,Afternoon,No,5,False
4364,34321,1576,1679,2023-10-11,148,Afternoon,Yes,3,True
4365,27895,931,2827,2023-09-18,115,Afternoon,Yes,4,False
4366,4871,36,632,2024-11-01,99,Night,No,4,True
4367,27332,1531,829,2024-09-21,153,Evening,No,5,True
4368,18162,1661,2669,2024-09-03,113,Evening,Yes,1,False
4369,25359,1406,545,2025-06-10,177,Evening,No,4,True
4370,34699,1665,579,2023-12-20,111,Afternoon,No,1,False
4371,30036,961,1565,2023-10-22,136,Night,No,3,True
4372,7538,1853,2131,2024-09-28,162,Afternoon,Yes,4,True
4373,11934,1653,2371,2024-11-12,154,Afternoon,Yes,5,True
4374,2828,62,2024,2024-03-05,64,Morning,Yes,2,False
4375,32168,1501,1963,2024-12-30,150,Evening,No,1,True
4376,39782,1763,693,2023-07-22,166,Evening,No,3,True
4377,21796,745,491,2025-02-06,69,Night,No,5,False
4378,21786,993,1530,2024-02-21,166,Morning,No,5,True
4379,26477,1486,26,2025-04-21,152,Morning,No,3,True
4380,953,1298,177,2023-12-18,159,Afternoon,Yes,2,True
4381,7550,707,443,2024-10-19,96,Night,No,5,True
4382,12505,745,958,2025-01-23,169,Morning,Yes,1,True
4383,36971,1286,35,2024-06-29,115,Evening,No,2,False
4384,12991,118,322,2024-09-17,36,Evening,No,2,False
4385,22980,59,2092,2025-03-20,174,Evening,Yes,2,True
4386,17932,1024,357,2023-09-06,168,Evening,No,3,True
4387,2234,1003,1511,2024-09-25,53,Afternoon,Yes,3,False
4388,6292,57,2536,2023-12-26,96,Morning,No,1,False
4389,647,1157,763,2024-12-23,123,Afternoon,Yes,1,True
4390,27468,1284,75,2025-05-11,174,Night,No,4,True
4391,34466,1380,2644,2024-01-19,120,Night,No,4,True
4392,12234,193,1447,2024-12-02,84,Afternoon,No,2,False
4393,26516,640,2664,2023-07-04,174,Evening,No,3,True
4394,5430,1949,2421,2024-03-31,57,Evening,No,1,False
4395,22909,1291,1974,2024-07-16,118,Afternoon,Yes,3,False
4396,10172,1147,2576,2023-07-31,114,Morning,No,3,True
4397,21170,1309,1038,2024-07-30,22,Night,Yes,2,False
4398,7213,1679,187,2024-02-20,122,Afternoon,Yes,1,True
4399,36176,1961,2239,2024-12-19,80,Evening,Yes,5,True
4400,8827,299,2392,2025-01-19,141,Afternoon,No,2,True
4401,7437,1866,1176,2025-05-21,74,Afternoon,No,2,False
4402,37033,1639,274,2023-08-07,11,Morning,Yes,3,False
4403,25350,135,2213,2025-03-18,161,Evening,No,5,True
4404,35007,1522,203,2025-05-25,74,Evening,Yes,2,False
4405,22372,87,1166,2024-10-19,45,Night,Yes,3,False
4406,29410,512,1027,2024-09-22,102,Evening,No,4,True
4407,21205,1400,2311,2023-10-13,39,Afternoon,Yes,2,False
4408,20391,215,574,2024-06-14,38,Afternoon,Yes,1,False
4409,9414,213,2591,2023-11-26,39,Night,Yes,4,False
4410,25814,1824,1421,2025-06-16,67,Afternoon,Yes,2,False
4411,9800,279,1235,2023-09-04,168,Morning,Yes,4,True
4412,4358,1916,193,2024-02-03,43,Morning,No,4,False
4413,6842,449,674,2023-11-29,147,Morning,No,2,True
4414,5128,1978,2828,2023-08-10,32,Night,Yes,5,False
4415,35175,1130,2756,2023-12-14,124,Afternoon,Yes,1,True
4416,30643,569,2071,2024-12-01,120,Morning,Yes,1,True
4417,24519,1412,484,2024-11-17,103,Morning,No,2,False
4418,1847,1890,169,2024-06-10,86,Afternoon,Yes,1,False
4419,38704,458,413,2024-11-19,20,Night,No,5,False
4420,39015,1618,1971,2024-07-27,5,Evening,No,4,False
4421,34678,649,1712,2024-05-25,5,Morning,No,2,False
4422,1790,1044,1821,2024-01-04,145,Night,Yes,1,True
4423,15294,1906,181,2024-12-31,171,Night,Yes,3,True
4424,20521,1527,2107,2024-08-31,119,Evening,Yes,5,True
4425,38314,495,253,2024-12-25,118,Morning,No,1,True
4426,4251,1097,2774,2024-03-01,93,Afternoon,Yes,4,True
4427,17342,1746,1101,2023-06-23,96,Night,Yes,1,False
4428,31346,1860,2873,2025-02-26,40,Night,Yes,3,False
4429,8430,1487,7,2023-08-08,25,Morning,Yes,1,False
4430,14124,966,2099,2024-11-26,155,Afternoon,No,1,True
4431,9746,1014,1959,2023-08-02,113,Morning,Yes,5,True
4432,12156,1887,759,2023-12-13,169,Morning,Yes,5,True
4433,28444,840,1158,2025-03-26,21,Morning,Yes,4,False
4434,38735,289,357,2023-12-07,120,Night,Yes,4,True
4435,34463,214,1512,2024-03-25,7,Afternoon,No,5,False
4436,27025,1533,2699,2023-11-09,180,Afternoon,No,3,True
4437,35357,859,2820,2024-12-08,146,Night,No,5,True
4438,18949,1834,994,2024-04-27,8,Evening,No,2,False
4439,29037,1926,2543,2024-07-28,136,Afternoon,No,2,True
4440,20875,1663,966,2024-02-25,123,Afternoon,No,3,False
4441,31071,1714,2511,2023-10-03,52,Morning,No,5,False
4442,1454,95,474,2023-10-05,69,Afternoon,No,1,False
4443,17210,1994,627,2024-01-03,54,Evening,Yes,3,False
4444,30628,1029,1948,2024-04-18,60,Afternoon,Yes,3,False
4445,32956,987,2675,2024-02-03,118,Evening,Yes,5,True
4446,26107,672,2222,2023-07-21,177,Morning,Yes,5,True
4447,34724,1613,781,2023-09-30,148,Morning,No,4,True
4448,36803,1279,882,2023-12-19,113,Evening,Yes,3,False
4449,33001,1425,1679,2025-04-04,35,Morning,No,2,False
4450,26209,506,1584,2023-12-27,172,Morning,Yes,2,True
4451,29518,128,414,2025-03-11,180,Afternoon,No,3,True
4452,32753,1240,2202,2024-07-10,64,Evening,No,2,False
4453,29554,1405,320,2025-02-17,144,Afternoon,Yes,4,True
4454,33729,679,1689,2024-09-17,72,Afternoon,Yes,1,False
4455,13236,1973,1951,2024-03-24,101,Afternoon,No,3,False
4456,35629,1411,2865,2023-06-27,133,Night,Yes,1,True
4457,8772,1270,624,2024-03-24,163,Night,No,4,True
4458,18810,226,2081,2024-11-12,122,Evening,No,3,True
4459,38950,715,1310,2024-08-27,83,Evening,No,5,False
4460,32341,1224,1276,2024-11-14,99,Evening,Yes,5,False
4461,5551,222,794,2023-10-26,155,Afternoon,Yes,4,True
4462,27447,1461,590,2023-07-08,18,Afternoon,No,2,False
4463,25465,1789,269,2024-08-09,142,Night,No,1,True
4464,29666,544,1938,2024-03-14,77,Afternoon,Yes,5,False
4465,17431,1281,2057,2025-02-08,107,Night,No,4,True
4466,6174,907,1134,2023-08-02,78,Afternoon,No,2,False
4467,12690,478,1882,2023-11-15,22,Evening,Yes,2,False
4468,36401,663,959,2025-04-21,108,Evening,No,2,True
4469,22451,713,2577,2023-10-11,167,Morning,Yes,4,True
4470,20766,444,1429,2024-06-25,114,Evening,No,4,False
4471,21959,1786,2646,2023-10-14,75,Afternoon,Yes,3,False
4472,19554,405,841,2025-03-06,170,Evening,No,5,True
4473,14177,637,2600,2024-06-04,21,Night,Yes,3,False
4474,16780,1176,1200,2024-01-23,175,Evening,Yes,5,True
4475,12587,1465,1929,2025-05-16,71,Evening,Yes,2,False
4476,28400,403,1247,2023-08-02,71,Night,Yes,2,False
4477,36505,1594,1597,2024-07-10,115,Night,No,5,True
4478,19558,905,2231,2024-04-07,78,Morning,Yes,2,False
4479,29879,1427,618,2024-07-13,156,Night,No,1,True
4480,16987,100,195,2024-09-21,14,Night,No,4,False
4481,12313,1518,1885,2025-06-12,108,Morning,Yes,1,False
4482,24345,1061,1631,2024-11-27,111,Morning,Yes,2,False
4483,39674,1324,1275,2025-03-20,68,Evening,No,3,True
4484,31407,766,2148,2024-08-15,15,Morning,No,2,False
4485,37010,1202,2045,2025-04-17,99,Evening,Yes,4,False
4486,22017,411,2041,2024-03-16,95,Night,No,4,False
4487,8028,338,1745,2024-06-19,65,Evening,No,2,False
4488,22300,1901,558,2024-12-21,14,Night,No,3,False
4489,35685,397,405,2024-05-31,20,Night,No,2,False
4490,30169,668,2711,2024-12-16,21,Evening,No,4,False
4491,38661,534,2314,2023-12-02,21,Morning,No,3,False
4492,565,192,2352,2023-12-22,67,Evening,Yes,3,False
4493,3841,925,605,2025-04-22,26,Morning,Yes,3,False
4494,10126,1276,2326,2024-05-19,60,Evening,No,5,False
4495,19091,515,1310,2024-08-23,41,Night,Yes,1,False
4496,8573,1756,1591,2025-06-09,96,Evening,No,2,True
4497,8347,1810,715,2023-09-09,170,Afternoon,Yes,2,True
4498,1143,31,2464,2025-01-11,6,Night,No,2,False
4499,9265,1980,2197,2023-09-01,141,Evening,No,2,True
4500,28492,608,1756,2023-07-14,131,Night,No,2,True
4501,1460,305,1399,2024-06-07,33,Evening,No,2,False
4502,38908,1676,230,2023-06-22,177,Morning,Yes,3,True
4503,21177,824,932,2023-12-22,107,Night,No,1,False
4504,4088,253,469,2024-01-04,43,Evening,No,4,False
4505,37752,167,1543,2025-04-11,30,Afternoon,Yes,5,False
4506,1020,1667,888,2024-11-21,113,Afternoon,No,4,False
4507,3163,870,1537,2024-04-28,173,Evening,Yes,4,True
4508,3063,806,163,2024-07-14,66,Afternoon,No,4,False
4509,602,119,1368,2025-05-28,16,Evening,Yes,3,False
4510,10624,1690,945,2023-11-10,60,Afternoon,No,2,False
4511,18150,89,2333,2025-03-17,21,Evening,Yes,5,False
4512,30347,1905,1127,2025-02-04,69,Afternoon,No,3,False
4513,18158,1875,2791,2024-10-28,157,Evening,Yes,2,True
4514,10706,1509,2671,2024-09-12,92,Evening,No,5,False
4515,17385,100,1815,2025-05-24,34,Evening,Yes,2,False
4516,1717,1253,2871,2023-09-03,119,Night,No,5,False
4517,19648,1879,2770,2024-05-08,113,Morning,No,1,False
4518,8232,1751,555,2023-12-11,104,Afternoon,Yes,5,False
4519,34478,231,207,2024-08-11,43,Morning,Yes,3,False
4520,34718,86,157,2025-02-16,87,Night,Yes,4,False
4521,23800,1771,1181,2024-09-08,106,Night,No,4,False
4522,15590,1242,1949,2023-08-18,80,Evening,Yes,5,False
4523,2360,1351,2151,2023-08-02,31,Night,No,5,False
4524,24998,1146,1971,2025-03-26,130,Morning,Yes,4,False
4525,5275,195,259,2025-05-24,40,Evening,No,4,False
4526,35415,1141,1692,2024-08-22,135,Night,No,3,True
4527,28968,762,1746,2023-07-20,56,Night,No,4,False
4528,3298,103,601,2024-06-19,80,Morning,No,2,False
4529,28712,1115,2089,2025-04-13,29,Evening,Yes,1,False
4530,16190,1640,1090,2025-05-01,148,Afternoon,Yes,1,False
4531,34156,940,686,2024-12-04,6,Night,No,1,False
4532,20149,519,2518,2024-02-21,32,Afternoon,Yes,3,False
4533,8656,1351,939,2024-01-19,122,Afternoon,No,4,False
4534,14130,1612,2940,2025-03-17,88,Night,Yes,1,False
4535,18512,1370,132,2023-09-29,127,Afternoon,Yes,3,True
4536,4383,1520,1938,2023-12-09,106,Evening,No,4,True
4537,38863,1724,1704,2024-12-18,8,Morning,Yes,1,False
4538,21035,1711,439,2023-12-23,132,Night,Yes,4,False
4539,11087,1562,1856,2024-12-27,175,Evening,Yes,2,True
4540,20664,160,454,2024-05-24,102,Morning,No,4,False
4541,28196,1098,2406,2024-06-03,15,Morning,No,2,False
4542,23020,236,529,2024-09-17,30,Afternoon,Yes,4,False
4543,1260,1454,1675,2025-03-26,53,Afternoon,No,5,False
4544,11289,1390,2633,2025-01-11,20,Morning,No,1,False
4545,23440,1197,196,2024-11-01,75,Morning,Yes,2,False
4546,3801,1848,1474,2024-12-09,105,Afternoon,Yes,3,False
4547,6994,1817,242,2023-08-05,106,Night,No,2,False
4548,20586,671,1516,2024-11-28,50,Evening,No,3,False
4549,25143,1976,770,2024-10-19,96,Evening,Yes,2,False
4550,25901,1725,1301,2024-01-14,157,Morning,Yes,5,True
4551,35169,872,1531,2023-10-12,50,Afternoon,No,5,False
4552,9573,800,2343,2025-06-14,5,Evening,No,4,False
4553,27791,1437,652,2024-01-23,163,Evening,Yes,1,True
4554,37019,1644,2654,2023-11-17,140,Afternoon,Yes,1,False
4555,431,292,291,2024-07-31,106,Morning,No,5,False
4556,10352,918,398,2023-07-29,95,Afternoon,No,3,False
4557,7245,85,2081,2024-08-15,73,Evening,No,4,False
4558,15681,1958,1602,2024-04-22,20,Evening,Yes,3,False
4559,29539,1146,239,2023-12-07,70,Night,No,2,False
4560,2158,617,2887,2024-09-19,70,Afternoon,No,1,False
4561,19730,577,2272,2023-09-20,180,Night,No,4,True
4562,39879,1436,1246,2024-05-15,62,Night,No,4,False
4563,8328,719,623,2023-10-27,179,Night,No,2,True
4564,91,794,2190,2024-02-29,75,Morning,No,1,False
4565,2275,96,1132,2024-07-07,169,Afternoon,No,3,True
4566,29368,1886,1382,2025-02-24,148,Night,Yes,1,True
4567,4842,1547,1202,2024-03-21,31,Afternoon,Yes,3,False
4568,27669,1728,2871,2024-11-28,22,Afternoon,Yes,3,False
4569,29755,398,1243,2025-01-19,120,Morning,No,2,True
4570,2804,435,1112,2024-12-20,178,Evening,No,2,True
4571,17505,629,1597,2023-08-22,144,Night,No,1,True
4572,32583,1758,565,2024-04-13,9,Night,No,2,False
4573,3768,1554,1902,2025-05-15,73,Morning,No,5,False
4574,5116,606,1989,2024-08-06,66,Night,Yes,4,False
4575,31090,1971,1808,2024-11-15,77,Morning,No,1,True
4576,15566,62,2397,2025-01-10,18,Evening,No,3,False
4577,1747,316,2288,2023-09-02,12,Night,Yes,3,False
4578,6292,939,1192,2023-08-16,9,Morning,No,1,False
4579,17555,1998,974,2025-05-05,127,Morning,No,1,True
4580,13336,787,226,2025-02-09,11,Afternoon,Yes,3,False
4581,24232,971,775,2024-11-20,51,Evening,No,4,False
4582,30299,245,2252,2024-03-28,135,Afternoon,No,3,True
4583,16791,189,1775,2025-06-12,57,Morning,No,1,False
4584,34772,1590,438,2023-07-30,137,Night,No,3,True
4585,38683,951,2882,2024-04-18,161,Morning,No,4,True
4586,19969,962,1016,2023-10-20,109,Afternoon,No,4,True
4587,27787,1659,836,2024-01-11,162,Evening,Yes,2,True
4588,37444,621,587,2023-09-28,13,Afternoon,No,1,False
4589,28437,1247,860,2024-03-18,67,Evening,Yes,5,False
4590,23047,1790,339,2024-04-20,133,Night,No,4,True
4591,4414,1710,451,2024-05-10,24,Morning,No,4,False
4592,19713,1483,216,2023-10-27,162,Evening,No,1,True
4593,24020,1180,290,2024-02-26,87,Night,Yes,1,True
4594,18434,1279,266,2024-04-03,39,Morning,No,3,False
